id;type;x;y;dist;mag;spec
LSPM J0641+2111;pm;100.3882;21.1846;84.76;~;~
LSPM J0437+4230;pm;69.2592;42.5118;84.76;~;~
HD 107146;pm;184.7771;16.5483;84.76;~;G2V
SIPS J0108-1919;pm;17.0316;-19.3221;84.77;~;M4.0
LP 639-11;low;330.3948;-1.7657;84.77;17.1;M5V
HD 94818;pm;164.2976;28.938;84.77;~;K3
HD 7895;dbl;19.6712;-0.8676;84.77;8.7;K1V
DENIS J104827.8-525418;bd;162.1161;-52.905;84.79;~;L1.5
UPM J0424-5700;pm;66.0479;-57.0152;84.80;13.0;~
L 248-27;pm;156.7479;-52.4694;84.80;12.3;M3
PM J16092-3804;pm;242.3041;-38.0757;84.80;13.6;~
BD+03 1552;dbl*;106.7888;3.4474;84.81;~;K5
PM J19546+2013;pm;298.6565;20.2185;84.81;11.0;M0.0Ve
G 138-7;pm;242.8671;7.0667;84.81;~;~
G 203-60;dbl*;260.177;42.0853;84.81;~;M4.45
G 105-28;pm;94.8779;16.7586;84.82;~;~
PM J23277-8144;pm;351.9342;-81.7454;84.83;12.1;M2
2MASS J08440350+0434356;low;131.0146;4.5766;84.83;~;M9V
G 240-45A;pm;256.8677;64.6245;84.83;~;~
SCR J2216-4800;pm;334.1694;-48.0101;84.84;13.7;~
UCAC4 271-087330;pm;244.0731;-35.866;84.84;~;~
2MASS J21274780-7508308;pm;321.9492;-75.1419;84.84;~;~
G 87-9B;pm;102.4004;35.1389;84.85;~;M4.0V
PM J07365-0039;pm;114.1262;-0.6599;84.85;13.4;M3.5V
HD 174719;pm;282.9518;3.031;84.85;7.5;G5/6V
Wolf 335;pm;150.1845;32.3094;84.86;13.9;M1.0V
StM 258;pm;239.6903;34.8152;84.86;12.8;M3.5Ve
HD 60272;pm;114.2425;57.5496;84.87;~;G9V
G 57-17;pm;176.2996;18.3496;84.87;~;M4.0V
* 37 Cap;pm;323.7127;-20.0843;84.87;5.7;F5VFe-0.8CH-0.4
TYC 9403-634-1;pm;137.5003;-79.2313;84.88;12.0;~
CD-23 12010;pm;225.0808;-24.4541;84.88;9.9;K7V
2MASS J06242138+2815056;pm;96.089;28.2515;84.88;~;~
BD+35 1493;pm;102.3994;35.1406;84.89;~;K6V
LP 484-5;pm;120.2416;13.0161;84.89;~;~
UCAC4 380-073828;wd;241.7537;-14.0733;84.90;~;DAH
* 16 Lib;pm;224.2958;-4.3465;84.90;4.5;F2V
LP 125-19;pm;133.7774;52.8578;84.90;~;M5V
G 70-50;pm;19.6676;-0.8744;84.90;10.7;K7Ve
UPM J0316+3857;pm;49.2328;38.9638;84.91;~;~
PM J06262+2349;pm;96.5606;23.8274;84.91;11.8;M1.5V
CD-31 19078;pm;345.0981;-31.1199;84.91;13.0;M1
SIPS J0420-1458;pm;65.0332;-14.9797;84.92;~;~
HD 28255B;pm;66.0483;-57.0719;84.92;7.2;G7V
Gaia DR2 4269291848371821824;Star;286.7574;3.8404;84.93;~;~
UPM J0518+2005;Star;79.6917;20.0979;84.93;~;~
HD 218760;pm;347.7034;-29.9177;84.93;8.7;K3Vk:Fe-0.3
HD 28255A;pm;66.0509;-57.0713;84.94;6.8;G4V
2MASSI J1645220+300407;bd;251.3419;30.0686;84.94;~;L3
L 155-83;pm;253.4371;-64.6843;84.94;13.5;~
2MASS J19192022-0133543;pm;289.8343;-1.565;84.95;~;~
HD 152653;dbl;255.039;-68.7608;84.95;9.7;K5V
SCR J0113-7603;pm;18.3812;-76.0526;84.95;16.1;~
G 242-77;pm;15.8102;71.2202;84.96;~;M4.0V
UCAC4 038-015647;pm;328.1724;-82.4152;84.96;~;~
HD 31000;by;73.4842;36.7574;84.96;7.7;G5V
HD 55458;pm;108.4713;25.0114;84.97;~;K1V
LP 95-282;pm;189.7224;58.9516;84.97;~;~
UPM J1301+6708;pm;195.4494;67.1425;84.97;~;~
LP 827-294;pm;23.6719;-26.0822;84.98;16.7;M3
HD 179949;by;288.8885;-24.1794;84.98;6.2;F8V
G 200-29;pm;214.5334;49.6642;84.98;~;~
LSPM J0612+0024;pm;93.0715;0.4019;84.98;~;~
LP 237-32;pm;341.9069;40.6904;84.99;~;M3.8V
LSPM J1920+1531;pm;290.0518;15.5311;85.00;~;~
L 536-155;pm;154.9472;-34.0394;85.00;16.5;~
UCAC4 550-089355;Star;289.0359;19.8178;85.01;14.8;~
G 198-19;pm;180.8239;38.8798;85.01;14.7;~
LP 649-93;pm;34.7413;-6.2972;85.01;~;M8V
G 170-26;pm;258.5061;17.6486;85.03;~;M2.5V
G 22-1;pm;282.187;-2.5627;85.03;13.6;M1
LP 429-43;pm;152.1943;15.1691;85.03;~;~
EGGR 69;wd;149.4515;24.5488;85.05;15.1;DA5.8
UCAC2 29941185;Star;345.9043;-5.6429;85.06;~;~
LSPM J1328+3545E;pm;202.0978;35.7569;85.07;~;~
PM J03591+1510;pm;59.776;15.1803;85.07;13.3;M2.92
UCAC4 417-015785;Star;98.568;-6.7918;85.07;12.0;~
G 224-79;pm;235.6669;61.5069;85.07;~;~
2MASS J00500971-2008427;pm;12.5405;-20.1453;85.07;~;~
LP 445-15;wd;246.6097;19.6443;85.08;~;DA
UPM J0123-1202;pm;20.953;-12.0438;85.08;~;~
PM J05173+7210;pm;79.3387;72.181;85.08;12.1;M1.0Ve
Gaia EDR3 6255777749623059584;pm;228.4947;-20.2461;85.09;~;~
* 38 Cas;dbl*;22.8073;70.2646;85.09;~;F6V
HD 170510;pm;277.383;9.0621;85.09;~;K2
PM J15546-1309;pm;238.6721;-13.1561;85.09;13.8;~
UPM J1306+1330;pm;196.5831;13.5027;85.09;15.5;~
UCAC4 200-010229;Star;103.3645;-50.0933;85.09;~;~
WT 135;low;62.8633;-44.3026;85.10;~;M3.0VI
PM J15545-1310;pm;238.6301;-13.1722;85.10;12.9;~
HD 73524;pm;129.3333;-40.1477;85.11;6.6;G0Vp
LP 644-40;pm;1.6;-8.0057;85.11;16.6;~
G 203-71;pm;263.0326;50.4139;85.11;~;M2.5
G 264-20B;pm;332.3282;64.1694;85.12;~;~
Ross 593;pm;65.2399;37.4788;85.12;~;M3
* B Car;dbl*;122.2527;-61.3024;85.13;4.7;F6VFe-0.8CH-0.4
* 13 Ori;pm;76.9096;9.4718;85.13;~;G3
LP 870-54;pm;298.1734;-24.7672;85.14;13.2;M2.5
G 272-147;pm;30.9339;-13.5795;85.15;13.7;M4/5
HD 40650;pm;90.6881;47.8095;85.16;6.5;F5
G 111-52;pm;121.2648;41.3569;85.16;~;~
G 264-20A;pm;332.3291;64.1701;85.16;~;~
WT 2473;pm;155.3003;-37.0955;85.16;13.7;~
L 96-2;pm;107.8322;-67.1228;85.16;11.2;~
2MASS J23392527+3507165;bd;354.8553;35.1213;85.17;~;L4pec
G 240-44;pm;256.5736;64.6358;85.17;~;M3.0V
EGGR 251;wd;147.5714;53.2541;85.17;~;DQ6
LP 368-73;pm;132.056;22.1141;85.18;~;~
L 95-2;pm;92.7495;-65.2058;85.18;11.5;M1V
HD 144585;pm;241.764;-14.0713;85.18;6.3;G2V
2MASS J13373116+4938367;low;204.3799;49.6435;85.19;~;M9V
Gaia EDR3 4731400745677146240;pm;55.4827;-55.708;85.19;~;~
SCR J1609-3431;pm;242.4424;-34.5186;85.19;~;~
G 180-11B;pm;238.882;35.2007;85.19;~;~
L 149-51;pm;213.3849;-62.1259;85.20;~;K3V
BD+23 3035;pm;255.4993;22.936;85.22;~;K3V
LSPM J0747+1107;wd;116.8754;11.1263;85.23;~;DA
HD 55720;pm;107.8819;-49.4242;85.23;7.5;G8V
PM J19117+0500;pm;287.9491;5.01;85.23;11.4;M1.0Ve
SCR J0907-3533;pm;136.8212;-35.5508;85.23;13.8;~
L 15-86;pm;108.9547;-83.0052;85.24;~;M2
UCAC4 698-055819;Star;207.7693;49.4026;85.24;15.6;~
BD+49 2743;pm;272.7345;49.9711;85.25;10.0;K6V
HD 155918;pm;260.5527;-75.3482;85.25;7.0;G2VFe-1.0CH-0.6
StKM 2-1217;pm;241.154;26.3453;85.26;11.1;K5V
RX J0506.2+0439;T Tau-type Star;76.5539;4.6576;85.26;13.5;M4.5V
G 135-35;pm;214.4171;20.9441;85.26;~;~
UCAC4 268-073962;Star;214.6038;-36.5554;85.27;13.2;~
LP 938-144;pm;18.6528;-34.5808;85.27;~;M4.5Ve
LP 645-49;pm;8.7021;-5.165;85.27;15.7;~
G 238-54;pm;208.2084;65.6222;85.28;~;M1.5Ve
LP 786-22;pm;134.3092;-19.5844;85.28;11.5;K9Vk:
G 79-46;pm;52.9632;8.9588;85.28;~;~
LP 182-4;pm;277.7301;47.6001;85.29;~;M5.5Ve
L 66-47;pm;166.1396;-72.9527;85.29;11.5;M1
SIPS J0719-5051;bd;109.8828;-50.8614;85.31;~;L0
LP 868-19;low;289.1483;-25.645;85.32;13.6;M3V
G 189-11;pm;335.1683;28.5976;85.33;~;~
LP 833-49;pm;62.6723;-26.2947;85.35;14.4;M3.5Ve
L 66-46;pm;166.1632;-72.9512;85.35;14.7;~
2MASS J04235322-0006587;low;65.9717;-0.1163;85.35;~;M8.5
LSPM J1909+3910;pm;287.3821;39.1809;85.35;~;M2.0Ve
CD-22 13916;pm;291.1426;-22.0622;85.35;10.9;K8Vk:
UCAC4 642-125473;Star;358.8612;38.3267;85.35;15.0;~
2MASS J10305544-1424005;wd;157.731;-14.4001;85.36;~;DA
LP 585-55;dbl;8.9297;2.5538;85.36;~;M5.0+M6.0
HD 28946;pm;68.46;5.385;85.36;~;G9V
HD 329879;pm;237.4097;-47.6095;85.36;11.2;M1
LP 566-6;pm;252.2532;8.6426;85.37;~;M3.60
LP 427-38;low;141.3951;17.0782;85.38;~;M7e
L 122-81;pm;0.6392;-63.402;85.39;12.7;~
L 149-51 B;pm;213.3765;-62.1294;85.39;~;M4V
PM J10581+5057;Star;164.5313;50.9508;85.39;13.6;M3.52
LSPM J1305+1934;pm;196.4028;19.5824;85.39;~;M6.5
LP 275-37;pm;246.5824;36.682;85.40;~;~
L 254-34;pm;183.8121;-53.3185;85.40;~;~
2MASS J17224991-4449366;pm;260.708;-44.8269;85.40;~;~
WT 2132;pm;227.2938;-5.5261;85.40;~;~
UCAC3 170-18323;pm;76.9511;-5.1418;85.41;12.9;~
WT 2438;pm;86.7435;-34.3476;85.41;13.5;MV
UCAC4 286-107458;pm;255.2954;-32.9367;85.42;14.9;~
Gaia EDR3 5329184189538069760;pm;129.1511;-48.6364;85.42;~;~
LP 216-35;low;180.3902;40.7796;85.43;~;M7V
2MASS J18313511+5652478;pm;277.8963;56.8799;85.43;~;~
L 499-75;pm;331.4767;-38.2682;85.43;12.5;M3
L 411-30;pm;250.764;-44.7138;85.43;11.1;M1
* ksi Sco B;pm;241.0922;-11.373;85.44;4.9;F5V
HD 82943;pm;143.7114;-12.1295;85.44;6.5;F9VFe+0.5
G 144-57;pm;315.9315;17.2803;85.46;~;~
CD-40 13021;pm;286.046;-40.4456;85.47;10.8;K7
2MASS J02274248+5034468;Brown Dwarf Candidate;36.9271;50.5797;85.47;~;~
2MASS J03425209-1914019;Star;55.717;-19.2339;85.47;~;~
2MASS J12050881+4828182;pm;181.2867;48.4717;85.47;~;~
LP 223-51;pm;236.3765;43.8482;85.48;~;~
HD 28255;dbl;66.0509;-57.0713;85.48;~;G1V+G6V
LSPM J1413+0023;pm;213.3355;0.3847;85.48;15.6;M5V
UCAC4 286-220280;pm;326.8125;-32.9334;85.48;~;~
G 131-51;pm;4.4965;20.9568;85.49;~;M2V
LEHPM 6159;pm;356.2943;-38.54;85.49;13.8;~
LP 559-47;wd;212.6666;2.7536;85.50;~;DAZ
PM J06219+1231;pm;95.4793;12.5283;85.50;12.9;~
LP 903-6;pm;148.3762;-31.4701;85.50;12.4;~
LSR J1002+6349;low;150.5509;63.8239;85.50;~;M8V
HD 11007;pm;27.1732;32.6902;85.50;~;F8V
2MASS J22305403-3358331;pm;337.7252;-33.9759;85.50;~;~
G 50-1;pm;115.4701;5.0401;85.51;~;M3.0Ve
UCAC4 276-071840;pm;215.2359;-34.828;85.51;14.4;~
BD+20 1790;by;110.9316;20.4163;85.51;10.0;K5e
2MASS J05055152-5328355;pm;76.4647;-53.4765;85.51;~;~
BD+10 2518;pm;197.5707;9.5361;85.52;~;K5
G 164-42B;pm;196.3743;37.1362;85.54;~;~
G 69-38;pm;14.912;22.86;85.54;~;~
MCC 70;pm;321.6769;3.7371;85.56;10.5;K7V
HD 14635;pm;35.4351;-6.8795;85.56;9.1;K4-V
Gaia EDR3 5614454680406497024;Star;117.5454;-24.9586;85.56;~;~
G 131-50;pm;4.4942;20.9552;85.57;~;M3V
CD-33 501;pm;20.5961;-33.2142;85.57;10.3;K6.5Vk:
LP 762-1;pm;347.468;-11.7787;85.57;~;~
UCAC4 144-207027;pm;298.705;-61.3224;85.58;~;~
UCAC4 650-048345;pm;130.8025;39.8315;85.59;15.2;~
HD 189931;pm;301.0112;-37.8765;85.59;6.9;G1V
2MASS J04362886-0321349;pm;69.1203;-3.3597;85.60;~;~
HD 110619;pm;190.928;-37.7081;85.60;7.5;G5V
PM J17348-7327;pm;263.7001;-73.4596;85.60;10.4;K7
StKM 1-1680;ev;287.3299;39.201;85.60;~;M2.0Ve
G 176-34;dbl*;171.2523;43.3276;85.60;~;M5V
UCAC4 083-054218;pm;263.6139;-73.4477;85.60;12.8;~
HD 88215;dbl*;152.5245;-12.8159;85.61;5.3;F3V
LP 150-6;pm;6.5557;46.4482;85.61;~;~
LP 852-50;pm;186.759;-25.7501;85.62;15.8;M4.5Ve
HD 37065;pm;83.7026;-23.469;85.62;8.8;K2V
CE 247;pm;163.6084;-34.7583;85.62;~;~
SCR J0210-6622;pm;32.688;-66.374;85.63;~;~
Gaia EDR3 5338458020412638592;pm;166.3683;-60.2446;85.64;~;~
G 213-9;pm;325.0533;37.058;85.64;~;M0.5Ve
WT 689;wd;303.2032;-46.9841;85.65;~;DA8.5
SIPS J0933-1602;pm;143.4572;-16.0484;85.65;~;~
LSPM J2059+4202;pm;314.9063;42.0449;85.65;~;~
Wolf 58;pm;18.3324;58.9229;85.65;~;M1.5V
V* GR Leo;by;179.3706;19.9839;85.66;~;K0
LP 679-32;pm;213.029;-4.2302;85.66;~;M5.5Ve
WT 1356;pm;48.3321;-16.646;85.67;16.1;M4.5V
HD 128020;pm;219.4427;-67.932;85.67;6.0;F8.5VFe-0.6
G 253-38;pm;161.2771;82.5575;85.67;14.4;M6/7
Gaia DR2 4268212849542973696;Star;288.5948;3.1616;85.67;~;~
G 256-20;pm;225.895;84.6406;85.67;~;M4.0
LP 52-34;pm;184.9533;-23.5347;85.67;15.0;M4Ve
PM J19540-6438;pm;298.5173;-64.6361;85.69;14.2;~
LSPM J1904+2401;pm;286.1309;24.0318;85.69;12.4;M2.0Ve
StKM 1-497;T Tau-type Star;69.4061;-2.4914;85.69;10.6;M1.1V
PM J17481+1558;pm;267.0469;15.9797;85.69;13.3;~
2MASS J16141557+8211327;pm;243.5642;82.1925;85.69;~;M8
SCR J1805-4326;pm;271.3015;-43.4346;85.69;~;~
L 344-172;pm;272.4314;-47.3417;85.70;~;~
G 180-11A;pm;238.8826;35.2008;85.70;~;~
Gaia EDR3 6479407316515947520;pm;319.1368;-47.5682;85.71;~;~
LSPM J1321+0332;pm;200.3752;3.5498;85.71;~;M1.0Ve
PB 6002;wd;7.6989;3.7828;85.72;~;DC
Gaia EDR3 6114344102909485824;pm;210.3136;-39.2423;85.72;~;~
StKM 1-1494;pm;263.6947;-6.903;85.72;11.2;M0
G 30-50;pm;2.4387;9.7485;85.73;~;~
HD 186788;pm;296.1988;42.0268;85.73;~;G5
LP 681-69;pm;226.9872;-8.4543;85.74;~;~
LP 384-38;wd;235.6443;23.4949;85.75;~;DA
TYC 2556-1281-1;Star;217.2779;32.9261;85.75;12.0;~
HD 183877;pm;293.1681;-28.0198;85.75;7.2;G8VFe-1CH-0.5
CD-26 11751;pm;254.8886;-26.2679;85.75;10.4;M1
PM J23274-3754;pm;351.8696;-37.9032;85.76;12.4;M2
L 1422-16;pm;264.878;27.7622;85.76;~;M1V
LP 759-17;low;330.5469;-11.1629;85.76;~;M6/6.5e
2MASS J01300580+1721434;low;22.5242;17.3621;85.77;~;M8
G 250-27;wd;103.4601;63.9328;85.78;16.1;DA
2MASS J07583247-3945317;low;119.6353;-39.7589;85.78;~;~
UCAC4 505-064459;pm;253.6456;10.9081;85.78;14.8;~
2MASS J09061310+0328021;Star;136.5546;3.4673;85.78;~;~
Ross 820;pm;270.9489;25.7557;85.79;~;M0V
PM J14098-5959;pm;212.4678;-59.9863;85.80;11.3;~
2MASS J05025164+1727026;pm;75.7152;17.4507;85.80;~;~
G 61-48;pm;199.2211;23.1686;85.80;~;M2V
HD 150248;pm;250.4575;-45.3688;85.81;7.0;G3V+?
LSPM J0347+5424;pm;56.8288;54.4138;85.82;~;~
LP 686-2;pm;250.983;-7.4362;85.82;11.7;M2
2MASS J05394952+5253597;bd;84.9564;52.8999;85.82;~;L5
UCAC4 264-179145;Star;290.0199;-37.2817;85.84;~;~
L 1422-15;pm;264.8844;27.7769;85.84;~;M5V
LP 152-14;pm;25.5631;48.7619;85.84;~;M6.0
2MASS J04143504-1001030;pm;63.6461;-10.0175;85.84;~;~
** KPP 3922B;Star;214.6031;-36.555;85.85;~;~
PM J18551-0903;pm;283.7959;-9.0594;85.85;~;~
LSPM J1132+2143A;pm;173.068;21.7265;85.85;~;~
TYC 3270-746-1;Star;11.8231;50.4896;85.86;12.4;~
2MASS J22402347+4355095;pm;340.0978;43.9193;85.86;~;~
HD 45289;pm;96.1015;-42.8475;85.86;6.7;G2V
Gaia EDR3 6479407320812714624;pm;319.1369;-47.5688;85.87;~;~
UPM J0433+4149;pm;68.2572;41.8283;85.87;~;~
* psi Tau;pm;61.7519;29.0013;85.88;5.2;F0
LP 709-50;pm;32.8985;-11.892;85.88;~;~
G 9-40;Long-period variable star;134.718;21.0762;85.88;~;M2V
Ross 276;pm;337.9707;0.2524;85.89;~;~
2MASS J22223346+5857090;pm;335.6393;58.9525;85.89;~;~
G 24-8;pm;302.7778;-2.5029;85.89;13.6;M3.0
2MASS J22273598+1614559;pm;336.8999;16.2489;85.89;~;~
PM J18200-3828;pm;275.0124;-38.4729;85.89;14.8;~
Wolf 409;pm;185.5886;25.17;85.90;~;M0.5Ve
G 63-3;pm;197.2106;16.3677;85.91;13.0;M3
HD 114747;pm;198.2263;-30.7118;85.91;8.1;K2III-IV
LP 334-16;pm;272.9814;32.4298;85.92;~;~
LP 374-4;wd;167.7473;20.4353;85.92;~;DC
LP 914-41;pm;225.8052;-28.6705;85.93;16.9;M5Ve
G 206-16;pm;272.9678;32.4224;85.93;~;~
LP 205-44;ev;97.9614;41.496;85.93;~;M5.84
LP 618-51;pm;206.6076;1.0427;85.94;~;~
LSPM J1614+0906;wd;243.6025;9.1011;85.94;~;DC
2MASS J15192409-3407502;pm;229.8504;-34.1306;85.94;~;~
LSPM J0530+1503;pm;82.6229;15.0602;85.95;~;~
G 159-30;pm;30.876;-4.9115;85.96;11.1;K7V
G 143-29;pm;301.6294;15.9881;85.96;~;M2.0V
PM J10273+7959;pm;156.8469;79.9976;85.96;12.0;M2.0Ve
HD 99453;dbl*;171.4298;-63.9725;85.97;5.2;F7V
HD 144087;pm;241.108;-11.4494;85.98;7.4;K1(V)
UCAC4 671-055873;Star;171.4367;44.0926;85.98;~;~
LP 671-46;pm;163.7718;-9.2115;85.98;16.9;~
2MASS J00151547+4239288;pm;3.8144;42.658;85.98;~;~
UCAC4 595-006335;wd;37.821;28.9944;85.99;15.1;DA
Wolf 1506;pm;15.3235;29.0332;86.00;~;M3
G 31-54;pm;7.2403;-2.4497;86.00;13.3;~
LP 583-38;pm;356.0376;8.0961;86.00;~;M5V:
* del Mus;dbl*;195.5678;-71.5489;86.00;3.6;K2III
HD 212038;pm;335.6495;-50.8075;86.00;8.8;K2.5V
LP 552-64;pm;172.425;4.0882;86.01;~;~
SIPS J1018-2909;bd;154.7449;-29.1649;86.02;~;L0.3V
HD 144088;pm;241.1113;-11.4499;86.02;8.0;K1(V)
LP 551-13;pm;162.2641;5.0397;86.02;~;M6Ve
LP 504-32;pm;242.6509;9.7877;86.03;~;~
UCAC4 179-002956;pm;50.3616;-54.2326;86.04;13.5;~
UCAC4 569-045286;Star;136.8248;23.607;86.04;~;~
UCAC4 713-045862;Star;107.7175;52.4718;86.04;13.6;~
LSPM J1945+5428;pm;296.4818;54.4801;86.05;~;~
UCAC4 584-052921;pm;244.7256;26.6288;86.05;16.1;~
HD 176986;pm;285.7745;-11.0439;86.05;8.5;K2.5V
LP 4-203;pm;94.685;83.4216;86.06;~;M3
* ksi Sco C;pm;241.0938;-11.3716;86.07;~;G1V
LP 473-31;pm;57.1329;12.4368;86.07;~;M6V
HD 184860;dbl;294.1902;-10.4434;86.07;8.4;K2+K7
UCAC4 159-213509;pm;334.9574;-58.2715;86.07;16.8;~
LSPM J0251+1850;pm;42.9668;18.8394;86.08;~;M3.0
EGGR 342;wd;103.3612;64.0617;86.08;~;DA8.4
LSPM J1132+2143B;pm;173.0684;21.7263;86.09;~;~
G 265-34;pm;259.1726;87.2249;86.10;~;~
G 241-25;pm;342.6498;61.7694;86.10;~;~
PM J11495-0219;pm;177.3761;-2.3202;86.11;14.2;~
LSPM J0621+3222;pm;95.4017;32.3774;86.11;~;~
LP 606-12;wd;132.4895;-1.9368;86.11;17.4;DC
UCAC3 183-131276;pm;245.5269;1.021;86.12;11.9;M2V
LAWD 16;Hot subdwarf;55.9476;-51.4213;86.12;15.9;sdB(+F?)
HD 217065;pm;344.5261;-13.6425;86.12;10.0;K6Vk
LP 447-51;pm;261.6493;20.5238;86.13;~;~
PM J23423+3458;pm;355.5922;34.9743;86.13;13.6;M4.0V
LP 561-29;pm;223.9568;3.3617;86.14;~;~
2MASS J17532790-1221453;Star;268.3663;-12.3626;86.14;~;~
* eta Dra B;pm;245.9996;61.5131;86.14;~;K1V
LSR J1005+3759;pm;151.4573;37.9845;86.15;~;~
LP 698-18;pm;324.3223;-5.4623;86.16;17.9;M5.5
G 227-43;pm;280.1476;59.5137;86.17;~;M2.0Ve
G 125-45;pm;298.8322;30.4971;86.18;12.9;M4
G 246-33;dbl;49.8698;61.9346;86.19;~;M4.0V
2MASSW J2206228-204705;dbl*;331.5951;-20.7852;86.19;19.8;M8.0V
G 141-14;pm;277.7259;12.9008;86.19;12.9;M2.99
UCAC4 417-060825;pm;230.3863;-6.6055;86.19;14.6;~
LSPM J2138+3305;pm;324.5183;33.084;86.20;~;~
SCR J1101-1153;pm;165.3783;-11.8878;86.21;~;~
LEHPM 1088;low;13.7695;-30.8669;86.21;~;M7.2V
HD 200505;pm;316.9413;-67.9203;86.21;8.5;K2Vk:
Gaia EDR3 6584418167391671808;pm;326.9858;-40.5911;86.22;~;~
LP 554-32;pm;181.1931;2.4003;86.22;~;~
G 7-39;pm;66.9731;11.7819;86.23;~;M4.24
HD 41742;dbl*;91.1671;-45.0789;86.24;6.0;F5.5V
UPM J1249-4505;pm;192.4769;-45.0839;86.24;13.2;~
BD+22 4725;pm;343.0105;23.4132;86.25;~;K5V
G 254-27;pm;175.1237;77.0719;86.25;~;M2.0Ve
SCR J1753-7403;pm;268.3859;-74.0629;86.25;15.1;~
UPM J1316-7126;pm;199.1208;-71.4471;86.26;14.9;~
PM J11039-5258;pm;165.983;-52.9774;86.26;11.7;M1
G 255-50;pm;212.2092;73.2749;86.26;~;M5V
CE 455;pm;218.7423;-23.5993;86.27;~;M7
LP 353-74;pm;36.1921;25.9762;86.27;~;M0V
UPM J0255+7928;pm;43.9612;79.4728;86.28;~;~
LP 636-36;pm;316.1482;2.2003;86.28;~;~
SCR J0735-2424;pm;113.8502;-24.4025;86.28;~;~
2MASS J03282609-0537361;low;52.1087;-5.6268;86.28;~;M4
LP 896-28;pm;105.2846;-32.2105;86.29;13.9;~
HD 26581;pm;63.885;58.5223;86.29;~;K3
UCAC3 111-148082;pm;197.1895;-34.5673;86.29;12.9;~
* 9 Aur D;pm;76.7039;51.6094;86.29;~;~
LP 792-53;pm;169.845;-19.0083;86.30;14.1;~
* eps Scl B;pm;26.4121;-25.0513;86.31;8.5;K1V
LP 265-83;pm;174.4015;37.7067;86.32;~;~
2MASS J21584713-0240241;wd;329.6964;-2.6735;86.34;~;DC
HD 81105;dbl;141.2949;46.0983;86.34;~;K4V
G 137-74;pm;239.9621;14.9967;86.34;~;M3.5
HD 114386;pm;197.6659;-35.0548;86.35;8.7;K3V
UCAC4 427-010701;pm;86.5341;-4.6699;86.35;14.9;M4.5
LP 895-21;pm;99.2035;-27.4634;86.37;14.9;~
G 138-69;pm;253.8593;12.4378;86.37;~;~
G 273-34;pm;351.1211;-18.5207;86.38;13.6;M3.0
L 560-86;pm;273.9745;-33.7964;86.38;10.2;~
2MASS J07230144-1616209;bd;110.756;-16.2724;86.38;~;L1
LP 558-1665;pm;207.0382;4.4881;86.39;~;M5V
* eta Dra;pm;245.9979;61.5142;86.39;2.7;G8-IIIab
G 247-35;pm;72.5903;63.3231;86.41;~;M0V
UCAC4 137-016116;pm;131.7043;-62.7911;86.42;~;~
LP 390-4;pm;272.3056;22.9938;86.42;~;~
SCR J1532-3622;pm;233.0579;-36.3752;86.43;14.0;~
CD-40 14067;dbl*;313.0683;-39.9974;86.43;10.4;K6.5Vk:
G 44-19;pm;156.9569;2.8603;86.43;~;M3.5V
UPM J1638+2435;pm;249.7347;24.5998;86.44;~;~
2MASS J18551799+5359231;wd;283.8249;53.9898;86.44;~;DC
CE 54;pm;133.7953;-26.1803;86.44;19.2;M6
LP 437-81;pm;201.7416;15.0953;86.45;~;M5V
PM J19110-3820;pm;287.7511;-38.3422;86.45;~;~
2MASS J06300923-6740561;pm;97.5385;-67.6821;86.45;~;~
HD 155902;pm;257.7851;56.6592;86.46;7.0;G5
UCAC3 117-140993;pm;165.65;-31.9511;86.46;12.7;~
2MASS J18521683+5257195;pm;283.0702;52.9553;86.47;~;M8
G 86-27;pm;77.6308;31.2932;86.47;~;~
2MASS J12220144-2310523;pm;185.506;-23.1813;86.47;~;~
UPM J1903+2134;Star;285.798;21.5803;86.48;~;~
LP 84-34;pm;69.2436;59.3666;86.48;14.5;M2.5V
LSPM J2003+4752;pm;300.9994;47.867;86.49;~;~
G 165-47;low;211.7316;38.6156;86.49;~;usdM1
LP 473-26;pm;56.7482;15.4047;86.49;~;M4.5Ve
2MASS J04595719-3348509;pm;74.9883;-33.814;86.49;~;~
G 187-16;wd;315.5503;24.9601;86.50;~;DA7.8
L 810-58;pm;87.0714;-11.1346;86.50;11.0;K9Vk:
ATO J096.7575-31.0339;pm;96.7577;-31.0335;86.50;~;~
LP 218-84;pm;200.4088;39.9969;86.50;~;~
2MASS J21583914-0239163;wd;329.6631;-2.6546;86.51;~;DC
LP 431-32;pm;163.502;16.1016;86.51;16.5;~
BD+29 2654;pm;229.8381;29.2062;86.51;~;K4/5V
LP 1035-50;pm;355.3712;-38.466;86.52;~;~
* kap Oph;Long Period Variable candidate;254.4171;9.375;86.53;3.2;K2III
G 154-31;pm;268.1159;-15.1027;86.53;~;~
2MASSI J0010001-203112;bd;2.5004;-20.5201;86.54;~;L0
* ksi Sco A;pm;241.0923;-11.3732;86.54;5.2;F4(V)
PM J00005-0533;pm;0.145;-5.5521;86.55;~;M2
L 454-4;pm;105.0778;-36.6962;86.55;13.4;~
PM J04338+6438;pm;68.4505;64.6353;86.57;13.0;M4e
LP 64-283;pm;188.4421;65.0014;86.57;~;M4.5
L 268-56;pm;257.6732;-52.1112;86.57;12.8;~
UCAC4 313-070353;pm;187.1226;-27.5643;86.57;13.0;M2.5
